"","country","year","GFDD.DM.02","GFDD.DM.01","GFDD.SI.03","GFDD.SI.05","GFDD.EI.10","sh.F99100","sh.F99100_fs1","osh.F99100_fs1","sh.F99100_ps","gdp_per","unions_app","imports"
"175","Hungary",2017,6.01877,15.8717,NA,17.9738,17.7547,0.0653335009535937,0.00978334999772365,4.18883646459722,0.0653335009535937,13090.5067287853,8.5,77.8159883141343
"176","Hungary",2018,6.58828,19.5801,NA,18.1398,20.1475,NA,NA,NA,NA,NA,NA,NA
"177","Japan",1990,81.6649,127.727,NA,NA,NA,0.0351141114982578,0.010866724738676,6.75670760602953,0.0351141114982578,24813.2993783357,25.9,8.76042246483375
"178","Japan",1991,64.7696,112.252,NA,NA,NA,0.0341322381262199,0.00957791151594014,6.01260941638384,0.0341322381262199,25359.34702031,25.2,9.44298883288122
"179","Japan",1992,37.7453,86.2063,NA,NA,NA,0.0343822499026859,0.00886648501362398,5.24576310682718,0.0343822499026859,28925.0415756881,24.5,8.28787019613317
"180","Japan",1993,21.867,69.966,NA,NA,NA,0.0339239937036204,0.00828873397796267,5.22450105393952,0.0339239937036204,31464.549046228,24.4,7.63772487869044
"181","Japan",1994,18.0175,61.6637,NA,NA,NA,0.0336778693722257,0.0083719086873811,5.24322053389073,0.0336778693722257,35765.9140886748,24.2,6.93602346903134
"182","Japan",1995,21.0299,68.9726,NA,NA,NA,0.0334813485833894,0.00823428272407864,5.39823287527349,0.0334813485833894,39268.5668686204,24.1,7.10082213161643
"183","Japan",1996,21.166,68.347,NA,NA,NA,0.0331411844179239,0.00822712602266757,5.37334459894337,0.0331411844179239,43440.3678678967,23.8,7.7076850527479
"184","Japan",1997,22.5405,62.9754,NA,NA,-7.83805,0.0327000149543891,0.00751383280992971,5.09771844547527,0.0327000149543891,38436.9263119118,23.2,9.0454309367184
"185","Japan",1998,24.0521,54.7391,NA,NA,1.75293,0.0340477598698802,0.00623281201981369,4.09190630795997,0.0340477598698802,35021.7190917159,22.6,9.49188652840768
"186","Japan",1999,24.9076,54.1331,2.4,9.6,-13.7197,0.0332413424050149,0.00682564622735265,4.56395431589555,0.0332413424050149,31902.7670955137,22.4,8.70754147415809
"187","Japan",2000,35.4241,79.5932,4.6,11.9,-27.7588,0.0329503546099291,0.00624851544050433,4.38200712730441,0.0329503546099291,36026.5560750168,22.2,8.39719981726225
"188","Japan",2001,47.3209,80.4366,4.6,11.7,7.25492,0.0333740270380991,0.00605730713314215,4.37113011060882,0.0333740270380991,38532.0408752935,21.5,9.19516770266524
"189","Japan",2002,45.3278,58.8365,3.9,10.8,-0.360574,0.0338491683358007,0.00547032922929548,3.71273473208212,0.0338491683358007,33846.4656414342,20.7,9.56902897677842
"190","Japan",2003,41.0538,51.7552,3.3,9.4,-20.8381,0.0344843486742928,0.00578936166888357,3.93542857453226,0.0344843486742928,32289.3505360726,20.2,9.66739032943129
"191","Japan",2004,47.2674,58.4013,3.9,11.1,-21.0802,0.0353738204693927,0.00505593112751028,3.246471809199,0.0353738204693927,34808.3909176613,19.6,9.94383593192636
"192","Japan",2005,61.8539,69.8628,4.2,11.6,4.99044,0.0357811845522326,0.00566266941191254,3.41713317521529,0.0357811845522326,37688.7223359406,19.2,10.9503241482064
"193","Japan",2006,81.246,84.7512,4.8,12.5,5.90975,0.0362848689771767,0.00630468714370245,4.51485968852029,0.0362848689771767,37217.648727917,18.7,12.5030526614629
